Class,True Positives,False Positives,True Negatives,False Negatives
b'Echinops ritro',0,3,1078,9
b'Echium vulgare',0,3,1078,9
b'Epilobium angustifolium',0,6,1076,8
b'Epilobium hirsutum',0,6,1076,8
b'Erica cinerea',0,6,1077,7
b'Erigeron karvinskianus',0,4,1079,7
b'Eryngium bourgatii',0,5,1077,8
b'Erythronium dens-canis',0,6,1077,7
b'Eupatorium cannabinum',0,0,1084,6
b'Fraxinus angustifolia',0,4,1082,4
b'Fraxinus ornus',0,6,1082,2
b'Galactites tomentosus',0,4,1078,8
b'Galeopsis tetrahit',0,4,1080,6
b'Geranium molle',0,7,1074,9
b'Geranium phaeum',0,6,1077,7
b'Geranium pratense',0,5,1080,5
b'Geranium pusillum',0,10,1076,4
b'Geranium pyrenaicum',0,3,1081,6
b'Geranium robertianum',0,7,1073,10
b'Geum urbanum',1,9,1070,10
b'Globularia alypum',0,0,1082,8
b'Globularia bisnagarica',0,13,1072,5
b'Gymnadenia conopsea',0,2,1080,8
b'Heracleum sphondylium',0,9,1071,10
b'Himantoglossum robertianum',0,5,1078,7
b'Homogyne alpina',0,5,1080,5
b'Hyoseris radiata',0,7,1077,6
b'Imperatoria ostruthium',0,7,1078,5
b'Iris lutescens',0,9,1080,1
b'Jacobaea erucifolia',0,7,1080,3
b'Jasione montana',0,1,1082,7
b'Knautia arvensis',0,4,1080,6
b'Knautia maxima',0,6,1078,6
b'Lactuca alpina',0,4,1077,9
b'Lactuca perennis',0,6,1077,7
b'Lamium amplexicaule',0,2,1081,7
b'Lamium maculatum',0,6,1079,5
b'Lathraea clandestina',0,7,1075,8
b'Lathyrus latifolius',0,7,1074,9
b'Legousia speculum-veneris',0,4,1082,4
b'Leontodon hispidus',0,2,1080,8
b'Linaria alpina',0,6,1079,5
b'Linaria repens',1,5,1076,8
b'Linum narbonense',0,9,1076,5
b'Lithodora fruticosa',0,7,1079,4
b'Lotus edulis',0,5,1080,5
b'Lychnis coronaria',0,10,1069,11
b'Lychnis flos-cuculi',0,8,1077,5
b'Lysimachia arvensis',0,5,1079,6
b'Lythrum salicaria',0,5,1082,3
b'Malva neglecta',0,2,1085,3
b'Malva sylvestris',0,7,1076,7
b'Mentha aquatica',0,7,1076,7
b'Mentha arvensis',0,4,1084,2
b'Mentha longifolia',0,2,1082,6
b'Muscari neglectum',0,6,1077,7
b'Ononis minutissima',0,9,1076,5
b'Onopordum acanthium',0,4,1083,3
b'Orchis mascula',0,8,1079,3
b'Orchis purpurea',0,12,1073,5
b'Orchis simia',0,8,1078,4
b'Orobanche amethystea',0,3,1082,5
b'Passiflora caerulea',0,3,1082,5
b'Phacelia tanacetifolia',0,3,1081,6
b'Phleum pratense',0,4,1083,3
b'Phyteuma spicatum',0,5,1084,1
b'Picris hieracioides',0,6,1077,7
b'Pilosella aurantiaca',0,7,1073,10
b'Prenanthes purpurea',0,10,1073,7
b'Prospero autumnale',0,4,1079,7
b'Ranunculus trichophyllus',0,3,1078,9
b'Rhaponticum coniferum',0,4,1078,8
b'Salvia officinalis',0,2,1083,5
b'Salvia pratensis',0,3,1080,7
b'Salvia verbenaca',0,2,1081,7
b'Saxifraga granulata',0,8,1074,8
b'Scabiosa atropurpurea',0,8,1072,10
b'Scorzoneroides pyrenaica',0,9,1076,5
b'Senecio inaequidens',0,3,1083,4
b'Senecio vulgaris',0,2,1084,4
b'Silene gallica',0,6,1077,7
b'Silene nutans',0,8,1075,7
b'Silybum marianum',0,10,1072,8
b'Soldanella alpina',0,11,1070,9
b'Staehelina dubia',0,2,1078,10
b'Succisa pratensis',0,5,1082,3
b'Syringa vulgaris',0,11,1071,8
b'Taraxacum officinale',0,3,1079,8
b'Teucrium chamaedrys',0,6,1080,4
b'Thalictrum aquilegiifolium',0,9,1075,6
b'Torilis arvensis',0,12,1070,8
b'Tragopogon porrifolius',1,6,1079,4
b'Trifolium cherleri',0,4,1078,8
b'Trifolium incarnatum',0,7,1077,6
b'Trifolium pratense',0,3,1080,7
b'Trifolium resupinatum',0,5,1079,6
b'Tripolium pannonicum',0,4,1079,7
b'Tussilago farfara',0,6,1080,4
b'Urospermum dalechampii',0,8,1077,5
b'Veronica chamaedrys',0,5,1080,5
b'Vicia cracca',0,7,1072,11
b'Viola odorata',0,6,1078,6
b'Viola riviniana',0,4,1081,5
b'Viola tricolor',0,9,1074,7
b'Wisteria sinensis',0,3,1081,6
