Class,True Positives,False Positives,True Negatives,False Negatives
b'Fraxinus angustifolia',0,4,1140,3
b'Fraxinus excelsior',0,9,1131,7
b'Fraxinus ornus',0,7,1131,9
b'Geranium columbinum',0,3,1140,4
b'Geum rivale',0,4,1136,7
b'Ginkgo biloba',0,3,1138,6
b'Glaucium flavum',0,4,1140,3
b'Gleditsia triacanthos',0,5,1134,8
b'Hedera helix',0,3,1140,4
b'Helleborus foetidus',0,9,1133,5
b'Heracleum sphondylium',0,10,1129,8
b'Hyparrhenia hirta',0,6,1137,4
b'Iris foetidissima',0,6,1134,7
b'Isatis tinctoria',0,1,1141,5
b'Jacobaea vulgaris',0,4,1135,8
b'Jasione montana',0,4,1137,6
b'Juglans regia',0,7,1134,6
b'Juncus effusus',0,8,1133,6
b'Juniperus oxycedrus',0,4,1139,4
b'Juniperus phoenicea',0,4,1138,5
b'Koelreuteria paniculata',0,6,1136,5
b'Laburnum anagyroides',0,5,1140,2
b'Lactuca serriola',0,5,1137,5
b'Lantana camara',0,6,1136,5
b'Larix decidua',0,6,1135,6
b'Laurus nobilis',0,8,1136,3
b'Linaria vulgaris',0,8,1131,8
b'Linum usitatissimum',0,5,1134,8
b'Liquidambar styraciflua',0,2,1137,8
b'Liriodendron tulipifera',0,6,1137,4
b'Luzula campestris',1,5,1137,4
b'Magnolia grandiflora',0,2,1139,6
b'Malus domestica',0,6,1135,6
b'Malva arborea',0,5,1137,5
b'Matthiola incana',0,7,1136,4
b'Matthiola sinuata',0,4,1139,4
b'Melia azedarach',0,4,1138,5
b'Morus alba',0,6,1136,5
b'Narcissus dubius',0,8,1134,5
b'Nerium oleander',0,8,1132,7
b'Olea europaea',0,11,1131,5
b'Onopordum acanthium',0,8,1134,5
b'Opuntia ficus-indica',0,6,1132,9
b'Papaver rhoeas',0,6,1138,3
b'Parietaria judaica',0,9,1131,7
b'Pastinaca sativa',0,7,1135,5
b'Paulownia tomentosa',0,6,1138,3
b'Perovskia atriplicifolia',0,4,1138,5
b'Phillyrea media',0,4,1136,7
b'Pilosella aurantiaca',0,9,1135,3
b'Pinus brutia',0,9,1130,8
b'Pinus cembra',0,7,1133,7
b'Pinus halepensis',0,3,1138,6
b'Pinus mugo',0,7,1132,8
b'Pinus nigra',0,6,1132,9
b'Pinus pinaster',0,3,1136,8
b'Pinus pinea',0,3,1137,7
b'Pinus sylvestris',0,4,1137,6
b'Pistacia lentiscus',0,5,1134,8
b'Plantago lanceolata',0,5,1133,9
b'Platanus orientalis',0,6,1133,8
b'Platanus x',0,5,1134,8
b'Populus alba',0,4,1139,4
b'Populus nigra',0,7,1131,9
b'Populus tremula',0,7,1135,5
b'Prunus armeniaca',0,9,1127,11
b'Prunus avium',0,6,1134,7
b'Prunus cerasifera',0,3,1137,7
b'Prunus dulcis',0,5,1138,4
b'Prunus serrulata',0,4,1136,7
b'Prunus spinosa',0,6,1134,7
b'Pterocarya fraxinifolia',0,7,1132,8
b'Punica granatum',0,3,1139,5
b'Pyrus communis',0,8,1131,8
b'Quercus cerris',0,7,1133,7
b'Quercus coccifera',0,8,1135,4
b'Quercus ilex',0,7,1135,5
b'Quercus petraea',0,9,1128,10
b'Quercus pubescens',0,12,1130,5
b'Quercus robur',0,4,1135,8
b'Quercus suber',0,4,1135,8
b'Ranunculus gramineus',0,6,1136,5
b'Raphanus raphanistrum',0,7,1133,7
b'Reseda luteola',0,6,1138,3
b'Rhamnus alaternus',0,8,1134,5
b'Rhaponticum coniferum',0,6,1135,6
b'Rhus coriaria',0,6,1136,5
b'Robinia pseudoacacia',0,5,1139,3
b'Rosa agrestis',0,4,1138,5
b'Rosa canina',0,6,1131,10
b'Rosa pendulina',0,9,1130,8
b'Rosmarinus officinalis',0,4,1139,4
b'Rubia tinctorum',0,4,1137,6
b'Salix alba',0,5,1134,8
b'Salix babylonica',0,8,1131,8
b'Salix caprea',0,1,1139,7
b'Salix cinerea',0,2,1139,6
b'Salix fragilis',0,5,1139,3
b'Sambucus ebulus',0,10,1128,9
b'Sambucus nigra',0,4,1136,7
b'Scabiosa atropurpurea',0,7,1134,6
b'Sedum sediforme',0,5,1138,4
b'Silene conica',0,4,1136,7
b'Sonchus tenerrimus',0,6,1135,6
b'Sophora japonica',0,7,1134,6
b'Sorbus aria',0,5,1136,6
b'Sorbus domestica',0,6,1137,4
b'Spartium junceum',0,1,1141,5
b'Tanacetum vulgare',0,8,1135,4
b'Taraxacum officinale',0,4,1140,3
b'Tragopogon pratensis',0,8,1130,9
b'Tripolium pannonicum',0,10,1130,7
b'Ulex europaeus',0,8,1134,5
b'Ulmus minor',0,5,1137,5
b'Verbascum blattaria',0,13,1130,4
b'Verbascum thapsus',0,6,1137,4
b'Veronica persica',0,8,1134,5
b'Viburnum lantana',0,7,1135,5
b'Viscum album',0,10,1133,4
b'Vitex agnus-castus',0,4,1136,7
b'Vitis vinifera',0,7,1134,6
