Class,True Positives,False Positives,True Negatives,False Negatives
b'Pulicaria dysenterica',0,9,1068,3
b'Ranunculus trichophyllus',0,5,1071,4
b'Rhinanthus minor',0,4,1066,10
b'Rhus coriaria',0,8,1066,6
b'Rhus typhina',0,5,1065,10
b'Rosa canina',0,3,1070,7
b'Rubus idaeus',0,4,1066,10
b'Salix caprea',0,7,1068,5
b'Salix cinerea',0,6,1069,5
b'Sambucus ebulus',0,5,1068,7
b'Scolymus hispanicus',0,5,1072,3
b'Sedum sediforme',0,7,1064,9
b'Sempervivum tectorum',0,5,1066,9
b'Senecio doronicum',0,6,1069,5
b'Senecio inaequidens',0,7,1071,2
b'Sideritis romana',0,5,1071,4
b'Silybum marianum',0,5,1072,3
b'Soldanella alpina',0,6,1068,6
b'Solidago virgaurea',0,8,1065,7
b'Sonchus asper',0,5,1070,5
b'Sorbus aucuparia',0,7,1069,4
b'Sorbus domestica',0,9,1064,7
b'Taraxacum officinale',0,6,1068,6
b'Taxus baccata',0,8,1067,5
b'Thalictrum aquilegiifolium',0,2,1071,7
b'Torilis arvensis',0,11,1062,7
b'Tragopogon pratensis',0,4,1066,10
b'Tribulus terrestris',0,4,1069,7
b'Trifolium repens',0,3,1068,9
b'Trifolium scabrum',0,7,1067,6
b'Tripolium pannonicum',0,1,1074,5
b'Trollius europaeus',0,3,1071,6
b'Valeriana officinalis',0,7,1071,2
b'Veronica hederifolia',0,6,1069,5
b'Viburnum lantana',0,8,1069,3
