Class,True Positives,False Positives,True Negatives,False Negatives
b'Pardoglossum cheirifolium',0,10,1476,7
b'Phacelia tanacetifolia',0,10,1477,6
b'Phillyrea angustifolia',0,6,1481,6
b'Phyteuma spicatum',0,4,1480,9
b'Pilosella aurantiaca',0,5,1479,9
b'Pinus brutia',0,5,1481,7
b'Pinus cembra',0,5,1485,3
b'Pinus halepensis',0,7,1480,6
b'Pinus mugo',0,4,1483,6
b'Pinus nigra',0,9,1481,3
b'Pinus pinaster',0,3,1482,8
b'Pinus pinea',0,5,1477,11
b'Pinus sylvestris',0,5,1483,5
b'Pistacia lentiscus',0,3,1482,8
b'Pistacia terebinthus',0,6,1481,6
b'Plantago maritima',0,6,1480,7
b'Platanus orientalis',0,6,1482,5
b'Platanus x',0,5,1484,4
b'Polystichum setiferum',0,8,1480,5
b'Populus alba',0,3,1483,7
b'Populus nigra',0,7,1477,9
b'Populus tremula',0,5,1484,4
b'Populus trichocarpa',0,7,1483,3
b'Prunus avium',0,4,1477,12
b'Prunus cerasifera',0,7,1477,9
b'Prunus dulcis',0,7,1479,7
b'Prunus laurocerasus',0,5,1483,5
b'Prunus padus',0,5,1479,9
b'Prunus serrulata',0,3,1483,7
b'Prunus spinosa',0,2,1485,6
b'Pteridium aquilinum',0,6,1478,9
b'Pterocarya fraxinifolia',0,2,1486,5
b'Quercus cerris',0,8,1476,9
b'Quercus coccifera',0,8,1480,5
b'Quercus ilex',0,8,1478,7
b'Quercus petraea',0,5,1481,7
b'Quercus pubescens',0,4,1482,7
b'Quercus robur',0,2,1486,5
b'Quercus suber',0,6,1481,6
b'Reseda lutea',0,7,1478,8
b'Rhamnus pumila',0,7,1481,5
b'Rhus coriaria',0,9,1477,7
b'Rhus typhina',0,7,1481,5
b'Robinia pseudoacacia',0,4,1480,9
b'Rosa canina',0,4,1480,9
b'Rosmarinus officinalis',0,5,1480,8
b'Rumex crispus',0,4,1481,8
b'Salix alba',0,2,1489,2
b'Salix babylonica',0,4,1483,6
b'Salix caprea',0,8,1479,6
b'Sambucus ebulus',0,6,1482,5
b'Sambucus nigra',0,7,1479,7
b'Satureja montana',0,5,1482,6
b'Scolymus hispanicus',0,4,1483,6
b'Sedum album',0,10,1479,4
b'Sedum rupestre',0,3,1482,8
b'Senecio vulgaris',0,6,1480,7
b'Solidago virgaurea',0,2,1484,7
b'Sonchus asper',0,9,1479,5
b'Sophora japonica',0,6,1482,5
b'Sorbus aria',0,4,1485,4
b'Sorbus aucuparia',0,5,1483,5
b'Sorbus domestica',0,6,1481,6
b'Spartium junceum',0,5,1482,6
b'Spergula arvensis',0,7,1481,5
b'Stellaria holostea',1,9,1475,8
b'Syringa vulgaris',0,7,1477,9
b'Teucrium flavum',0,2,1484,7
b'Thalictrum aquilegiifolium',0,4,1480,9
b'Thymus serpyllum',0,1,1484,8
b'Thymus vulgaris',0,4,1484,5
b'Tilia cordata',0,8,1478,7
b'Tilia dasystyla',0,7,1482,4
b'Tilia platyphyllos',0,8,1478,7
b'Trifolium incarnatum',0,5,1484,4
b'Tripolium pannonicum',0,7,1478,8
b'Ulex europaeus',0,10,1478,5
b'Ulmus minor',0,5,1483,5
b'Urtica dioica',0,8,1479,6
b'Valeriana officinalis',0,5,1477,11
b'Verbascum pulverulentum',0,2,1487,4
b'Viburnum rhytidophyllum',0,4,1482,7
b'Viburnum tinus',0,4,1487,2
b'Vicia cracca',0,8,1483,2
b'Viscum album',0,5,1477,11
b'Vitex agnus-castus',1,6,1479,7
b'Vitis vinifera',0,0,1485,8
b'Wisteria sinensis',0,7,1480,6
