Class,True Positives,False Positives,True Negatives,False Negatives
b'Crataegus azarolus',0,15,3970,15
b'Crepis capillaris',0,9,3986,5
b'Crepis foetida',0,7,3986,7
b'Crepis sancta',0,7,3987,6
b'Crocus nudiflorus',0,5,3989,6
b'Cupressus sempervirens',0,6,3985,9
b'Cyclamen hederifolium',0,4,3992,4
b'Cynoglossum creticum',0,9,3987,4
b'Cypripedium calceolus',0,15,3975,10
b'Cytisus lanigerus',0,7,3986,7
b'Dactylorhiza incarnata',0,9,3982,9
b'Daphne cneorum',0,21,3952,27
b'Datura stramonium',0,17,3962,21
b'Dianthus gallicus',0,5,3989,6
b'Dianthus hyssopifolius',0,0,3997,3
b'Digitalis grandiflora',0,11,3983,6
b'Diospyros kaki',1,34,3935,30
b'Diphasiastrum tristachyum',0,6,3989,5
b'Dipsacus fullonum',0,10,3970,20
b'Dittrichia viscosa',0,5,3984,11
b'Dorycnium hirsutum',0,7,3984,9
b'Draba verna',0,3,3992,5
b'Drosera rotundifolia',0,10,3985,5
b'Echium vulgare',0,13,3979,8
b'Ephedra distachya',0,4,3989,7
b'Epilobium angustifolium',0,4,3995,1
b'Epilobium hirsutum',0,9,3984,7
b'Epipactis atrorubens',0,11,3985,4
b'Epipactis palustris',0,8,3988,4
b'Equisetum telmateia',0,5,3989,6
b'Eranthis hyemalis',0,7,3989,4
b'Erica arborea',0,5,3988,7
b'Erica vagans',0,12,3982,6
b'Erodium malacoides',0,8,3990,2
b'Eryngium bourgatii',0,6,3988,6
b'Eryngium spinalba',0,5,3990,5
b'Erysimum cheiri',0,8,3990,2
b'Eschscholzia californica',0,9,3985,6
b'Euonymus europaeus',1,16,3970,13
b'Euphorbia dendroides',0,8,3988,4
b'Euphorbia flavicoma',0,8,3988,4
b'Euphorbia helioscopia',0,9,3979,12
b'Euphorbia lathyris',0,7,3984,9
b'Euphorbia serrata',0,6,3991,3
b'Euphorbia spinosa',0,10,3984,6
b'Ficus carica',1,27,3941,31
b'Fraxinus excelsior',0,20,3956,24
b'Fumaria officinalis',0,5,3991,4
b'Galeopsis tetrahit',0,17,3967,16
b'Galium verum',0,4,3990,6
b'Genista sagittalis',0,7,3990,3
b'Genista tinctoria',0,8,3984,8
b'Gentiana acaulis',0,6,3986,8
b'Gentiana burseri',0,8,3988,4
b'Gentiana cruciata',0,4,3990,6
b'Gentiana lutea',0,9,3981,10
b'Gentianella campestris',0,5,3984,11
b'Geranium columbinum',0,5,3990,5
b'Geranium lucidum',0,6,3988,6
b'Geranium nodosum',0,4,3992,4
b'Geranium pusillum',0,8,3986,6
b'Geranium robertianum',0,6,3984,10
b'Geranium sanguineum',0,2,3990,8
b'Geum montanum',0,6,3984,10
b'Geum reptans',0,5,3987,8
b'Ginkgo biloba',0,31,3931,38
b'Gladiolus italicus',0,3,3992,5
b'Glaucium flavum',0,16,3960,24
b'Gleditsia triacanthos',0,16,3969,15
b'Gymnadenia conopsea',0,3,3991,6
b'Helianthemum apenninum',0,8,3985,7
b'Helianthemum nummularium',0,10,3984,6
b'Heliotropium europaeum',1,7,3985,7
b'Helleborus viridis',0,6,3990,4
b'Hibiscus syriacus',0,5,3991,4
b'Hippocrepis comosa',0,7,3987,6
b'Hippocrepis emerus',0,6,3986,8
b'Homogyne alpina',0,4,3991,5
b'Hyoscyamus albus',0,12,3975,13
b'Hypericum hirsutum',0,6,3985,9
b'Ilex aquifolium',0,44,3914,42
b'Impatiens glandulifera',0,6,3989,5
b'Imperatoria ostruthium',0,9,3984,7
b'Inula conyza',0,6,3985,9
b'Iris foetidissima',0,5,3986,9
b'Iris lutescens',0,14,3979,7
b'Iris pseudacorus',0,4,3989,7
b'Jacobaea erucifolia',0,6,3984,10
b'Juglans nigra',0,5,3985,10
b'Juglans regia',0,15,3966,19
b'Juncus effusus',1,9,3978,12
b'Juncus gerardi',0,6,3990,4
b'Juniperus communis',0,3,3992,5
b'Juniperus oxycedrus',0,54,3906,40
b'Juniperus sabina',0,11,3986,3
b'Knautia maxima',0,7,3988,5
b'Lactuca serriola',0,6,3984,10
b'Lamium galeobdolon',0,8,3986,6
b'Lamium purpureum',0,20,3957,23
b'Lantana camara',0,15,3968,17
b'Lapsana communis',0,11,3981,8
b'Lathyrus latifolius',0,6,3985,9
b'Lathyrus pratensis',0,7,3988,5
b'Leontodon hispidus',0,8,3989,3
b'Leontopodium nivale',0,5,3989,6
b'Limodorum abortivum',0,13,3979,8
b'Limoniastrum monopetalum',0,9,3985,6
b'Limonium narbonense',0,6,3992,2
b'Linaria alpina',0,8,3983,9
b'Linum narbonense',0,4,3993,3
b'Lippia triphylla',0,8,3985,7
b'Liriodendron tulipifera',0,22,3950,28
b'Lithospermum officinale',0,11,3974,15
b'Lonicera periclymenum',0,7,3987,6
b'Lychnis coronaria',0,6,3988,6
b'Lysimachia arvensis',0,3,3989,8
b'Lysimachia nemorum',0,2,3994,4
b'Malus sylvestris',0,9,3982,9
b'Malva moschata',0,3,3993,4
b'Malva neglecta',0,4,3994,2
b'Malva setigera',0,8,3983,9
b'Matricaria chamomilla',0,6,3989,5
b'Matthiola incana',0,7,3985,8
b'Melissa officinalis',0,2,3993,5
b'Mercurialis annua',0,15,3980,5
b'Microthlaspi perfoliatum',0,14,3976,10
b'Muscari comosum',0,8,3986,6
b'Myosotis scorpioides',0,9,3983,8
b'Narcissus dubius',0,3,3991,6
b'Narcissus pseudonarcissus',0,1,3996,3
b'Neotinea ustulata',0,3,3994,3
b'Oenothera glazioviana',0,12,3978,10
b'Onobrychis viciifolia',0,7,3986,7
b'Ononis minutissima',0,4,3989,7
b'Ophrys apifera',1,17,3966,16
b'Ophrys passionis',0,16,3973,11
b'Ophrys scolopax',1,19,3958,22
b'Orchis mascula',0,6,3988,6
b'Orchis simia',0,11,3983,6
b'Ornithogalum umbellatum',0,1,3996,3
b'Orobanche amethystea',0,7,3988,5
b'Orobanche caryophyllacea',0,8,3981,11
b'Orobanche hederae',0,6,3987,7
b'Orobanche rapum-genistae',0,3,3995,2
b'Parnassia palustris',0,7,3986,7
b'Parthenocissus tricuspidata',0,9,3990,1
b'Passiflora caerulea',0,9,3977,14
b'Phacelia tanacetifolia',0,2,3992,6
b'Philadelphus coronarius',0,4,3991,5
b'Phillyrea angustifolia',1,65,3864,70
b'Photinia serrulata',0,17,3965,18
b'Phytolacca americana',1,14,3974,11
b'Pilosella aurantiaca',0,7,3988,5
b'Pilosella officinarum',0,9,3987,4
b'Pinguicula grandiflora',0,5,3985,10
b'Pinus brutia',0,0,3999,1
b'Pinus pinaster',0,7,3989,4
b'Pinus pinea',0,8,3986,6
b'Pistacia terebinthus',0,9,3984,7
b'Pittosporum tobira',1,53,3873,73
b'Plantago coronopus',0,12,3984,4
b'Plantago major',0,5,3989,6
b'Plantago maritima',0,8,3988,4
b'Plantago media',0,5,3986,9
b'Platanthera chlorantha',0,2,3991,7
b'Platanus orientalis',0,26,3954,20
b'Polygonatum odoratum',0,5,3986,9
b'Populus alba',0,55,3886,59
b'Potentilla reptans',0,2,3991,7
b'Primula elatior',0,7,3989,4
b'Prunella grandiflora',0,7,3988,5
b'Prunella hastifolia',0,6,3990,4
b'Prunus avium',0,28,3938,34
b'Prunus cerasifera',0,10,3984,6
b'Prunus mahaleb',2,30,3941,27
b'Prunus padus',0,15,3971,14
b'Prunus serotina',0,6,3986,8
b'Prunus spinosa',0,31,3937,32
b'Pterocarya fraxinifolia',0,11,3985,4
b'Punica granatum',0,28,3943,29
b'Pyracantha coccinea',0,2,3994,4
b'Pyrus communis',0,4,3991,5
b'Quercus coccifera',0,41,3922,37
b'Quercus petraea',0,21,3954,25
b'Ranunculus aconitifolius',0,5,3989,6
b'Ranunculus acris',0,3,3990,7
b'Ranunculus bulbosus',0,6,3988,6
b'Ranunculus paludosus',0,6,3989,5
b'Ranunculus parviflorus',0,6,3986,8
b'Ranunculus repens',0,7,3987,6
b'Ranunculus sceleratus',0,5,3986,9
b'Reynoutria japonica',0,5,3988,7
b'Rhaponticum coniferum',0,7,3981,12
b'Rhinanthus minor',0,5,3992,3
b'Rosa agrestis',0,6,3988,6
b'Rosa canina',0,11,3981,8
b'Rubia tinctorum',0,6,3991,3
b'Rubus idaeus',0,6,3984,10
b'Rubus ulmifolius',0,8,3987,5
b'Rumex crispus',0,3,3989,8
b'Ruta montana',0,4,3986,10
b'Salix babylonica',0,11,3981,8
b'Salix caprea',0,23,3954,23
b'Salix herbacea',0,5,3988,7
b'Salvia verbenaca',0,6,3989,5
b'Saponaria officinalis',1,8,3983,8
b'Saxifraga media',0,5,3990,5
b'Saxifraga tridactylites',0,10,3983,7
b'Scabiosa atropurpurea',0,7,3986,7
b'Scilla luciliae',0,6,3990,4
b'Scolymus hispanicus',0,7,3986,7
b'Scrophularia nodosa',0,5,3994,1
b'Scutellaria galericulata',0,7,3988,5
b'Sedum acre',0,6,3988,6
b'Sedum sediforme',0,13,3970,17
b'Sempervivum arachnoideum',0,6,3989,5
b'Senecio inaequidens',0,8,3984,8
b'Senecio ovatus',0,9,3987,4
b'Serapias lingua',0,18,3975,7
b'Silene gallica',0,5,3992,3
b'Silene nutans',0,4,3991,5
b'Sinapis arvensis',0,10,3982,8
b'Sisymbrium officinale',0,8,3984,8
b'Smyrnium olusatrum',0,13,3977,10
b'Solanum nigrum',0,9,3979,12
b'Sonchus tenerrimus',0,7,3987,6
b'Sorbus aucuparia',0,17,3972,11
b'Sorbus domestica',0,15,3971,14
b'Sorbus intermedia',0,10,3980,10
b'Sorbus torminalis',1,16,3976,7
b'Spergula media',0,5,3991,4
b'Staehelina dubia',0,4,3992,4
b'Succisa pratensis',0,4,3988,8
b'Symphytum tuberosum',0,9,3982,9
b'Teucrium montanum',0,2,3991,7
b'Thymus serpyllum',0,1,3998,1
b'Tilia cordata',0,16,3974,10
b'Tordylium apulum',0,10,3987,3
b'Tordylium maximum',0,5,3989,6
b'Tozzia alpina',0,9,3988,3
b'Tractema lilio-hyacinthus',0,7,3988,5
b'Trifolium cherleri',0,8,3987,5
b'Trifolium incarnatum',0,7,3985,8
b'Trifolium pratense',0,5,3989,6
b'Trifolium stellatum',0,5,3990,5
b'Trifolium subterraneum',0,8,3983,9
b'Tripleurospermum inodorum',0,4,3992,4
b'Tuberaria guttata',0,7,3989,4
b'Ulex gallii',0,5,3991,4
b'Ulmus minor',3,73,3852,72
b'Umbilicus rupestris',0,10,3984,6
b'Urospermum dalechampii',0,9,3984,7
b'Vaccinium myrtillus',0,11,3983,6
b'Vaccinium vitis-idaea',0,6,3989,5
b'Valeriana celtica',0,5,3991,4
b'Valeriana officinalis',0,7,3987,6
b'Verbascum boerhavii',0,4,3990,6
b'Verbascum lychnitis',0,8,3982,10
b'Verbascum pulverulentum',0,8,3980,12
b'Verbascum sinuatum',0,11,3975,14
b'Verbascum thapsus',1,26,3944,29
b'Verbena officinalis',0,11,3981,8
b'Veronica chamaedrys',0,8,3989,3
b'Veronica hederifolia',0,7,3984,9
b'Veronica officinalis',0,9,3984,7
b'Viburnum lantana',0,13,3973,14
b'Viburnum opulus',0,19,3955,26
b'Viburnum rhytidophyllum',0,7,3983,10
b'Viburnum tinus',3,66,3844,87
b'Vinca major',0,4,3986,10
b'Vinca minor',0,5,3989,6
b'Vincetoxicum nigrum',0,6,3989,5
b'Viola arvensis',0,10,3986,4
b'Viola biflora',0,4,3991,5
b'Vitex agnus-castus',0,13,3979,8
b'Vitis vinifera',0,10,3980,10
b'Wisteria sinensis',0,6,3988,6
