Class,True Positives,False Positives,True Negatives,False Negatives
b'Luzula campestris',0,3,1318,8
b'Lychnis flos-cuculi',0,11,1315,3
b'Lysimachia arvensis',0,6,1316,7
b'Magnolia grandiflora',0,6,1316,7
b'Malus domestica',0,6,1319,4
b'Malva setigera',0,4,1320,5
b'Melia azedarach',0,13,1308,8
b'Melilotus albus',0,4,1318,7
b'Muscari comosum',0,5,1320,4
b'Myrtus communis',0,5,1321,3
b'Nerium oleander',0,5,1320,4
b'Odontites luteus',0,9,1316,4
b'Oenothera biennis',0,7,1318,4
b'Olea europaea',0,6,1319,4
b'Opuntia ficus-indica',0,4,1317,8
b'Ostrya carpinifolia',0,6,1320,3
b'Paliurus spina-christi',0,4,1316,9
b'Parthenocissus quinquefolia',0,4,1320,5
b'Passiflora caerulea',0,5,1319,5
b'Paulownia tomentosa',0,4,1322,3
b'Phacelia tanacetifolia',0,6,1319,4
b'Philadelphus coronarius',0,6,1321,2
b'Phillyrea angustifolia',0,6,1317,6
b'Phytolacca americana',0,8,1316,5
b'Pinus brutia',0,7,1318,4
b'Pinus halepensis',0,6,1319,4
b'Pinus mugo',0,3,1320,6
b'Pinus nigra',0,7,1320,2
b'Pinus pinaster',0,3,1319,7
b'Pinus pinea',0,6,1318,5
b'Pinus sylvestris',0,5,1320,4
b'Pistacia terebinthus',0,4,1321,4
b'Platanus orientalis',0,7,1316,6
b'Platanus x',1,10,1311,7
b'Populus alba',0,8,1317,4
b'Populus nigra',0,2,1319,8
b'Populus tremula',0,5,1316,8
b'Portulaca oleracea',0,4,1321,4
b'Prunus armeniaca',0,8,1314,7
b'Prunus avium',0,7,1317,5
b'Prunus dulcis',0,4,1316,9
b'Prunus laurocerasus',0,6,1321,2
b'Prunus mahaleb',0,4,1322,3
b'Prunus padus',0,6,1317,6
b'Prunus serrulata',0,10,1315,4
b'Prunus spinosa',0,6,1320,3
b'Pterocarya fraxinifolia',0,7,1318,4
b'Punica granatum',0,7,1314,8
b'Pyrus communis',0,5,1313,11
b'Quercus cerris',0,6,1319,4
b'Quercus coccifera',0,6,1316,7
b'Quercus ilex',0,4,1320,5
b'Quercus palustris',0,5,1320,4
b'Quercus petraea',0,8,1312,9
b'Quercus pubescens',0,6,1318,5
b'Quercus robur',0,9,1311,9
b'Quercus rubra',0,6,1312,11
b'Quercus suber',0,5,1317,7
b'Ranunculus trichophyllus',0,3,1318,8
b'Reynoutria japonica',0,5,1320,4
b'Rhamnus alaternus',0,5,1315,9
b'Rhamnus alpina',0,1,1322,6
b'Rhamnus cathartica',0,7,1317,5
b'Rhus coriaria',0,3,1320,6
b'Rhus typhina',0,5,1316,8
b'Ribes rubrum',0,4,1316,9
b'Robinia pseudoacacia',0,10,1311,8
b'Rosa canina',0,3,1320,6
b'Rosa pendulina',0,6,1316,7
b'Rosmarinus officinalis',1,4,1317,7
b'Salix babylonica',1,6,1312,10
b'Salix caprea',0,3,1320,6
b'Sambucus ebulus',0,3,1318,8
b'Sambucus nigra',0,5,1320,4
b'Saxifraga tridactylites',0,5,1319,5
b'Scolymus hispanicus',0,5,1317,7
b'Scrophularia nodosa',0,8,1317,4
b'Silene nutans',0,7,1319,3
b'Sinapis arvensis',0,4,1317,8
b'Smyrnium olusatrum',0,9,1313,7
b'Solanum dulcamara',0,9,1315,5
b'Sonchus asper',0,2,1325,2
b'Sophora japonica',0,10,1311,8
b'Sorbus aria',0,8,1311,10
b'Sorbus aucuparia',0,7,1318,4
b'Sorbus domestica',1,4,1318,6
b'Sorbus torminalis',0,10,1315,4
b'Spartium junceum',0,4,1322,3
b'Spergula arvensis',0,4,1317,8
b'Stellaria holostea',0,6,1314,9
b'Syringa vulgaris',0,7,1316,6
b'Tilia cordata',0,6,1317,6
b'Tilia platyphyllos',0,6,1316,7
b'Tozzia alpina',0,8,1314,7
b'Trifolium campestre',0,12,1310,7
b'Trifolium subterraneum',0,8,1315,6
b'Ulmus minor',0,3,1318,8
b'Verbascum pulverulentum',0,6,1318,5
b'Verbena officinalis',0,3,1320,6
b'Veronica persica',0,7,1321,1
b'Viburnum tinus',0,6,1316,7
b'Vicia hirsuta',0,3,1321,5
b'Viscum album',0,7,1321,1
b'Vitex agnus-castus',0,11,1314,4
b'Wisteria sinensis',0,7,1316,6
