Class,True Positives,False Positives,True Negatives,False Negatives
b'Phlomis fruticosa',0,6,1749,5
b'Phyteuma spicatum',0,3,1752,5
b'Picris hieracioides',0,2,1752,6
b'Pilosella aurantiaca',0,6,1748,6
b'Plantago coronopus',0,8,1749,3
b'Plantago lagopus',0,4,1752,4
b'Plantago lanceolata',0,5,1752,3
b'Plantago media',0,5,1751,4
b'Potentilla indica',0,11,1743,6
b'Potentilla recta',0,5,1745,10
b'Primula vulgaris',0,5,1749,6
b'Prunella hastifolia',0,6,1749,5
b'Prunella laciniata',0,4,1747,9
b'Prunella vulgaris',0,6,1745,9
b'Prunus laurocerasus',0,5,1746,9
b'Pseudoturritis turrita',1,4,1752,3
b'Pulicaria dysenterica',0,9,1743,8
b'Ranunculus aconitifolius',0,4,1751,5
b'Ranunculus acris',0,8,1748,4
b'Ranunculus bulbosus',0,8,1746,6
b'Reseda lutea',0,1,1752,7
b'Reseda luteola',0,5,1749,6
b'Reynoutria japonica',0,7,1750,3
b'Rhamnus cathartica',0,9,1746,5
b'Rhus typhina',0,7,1751,2
b'Rosa agrestis',0,7,1751,2
b'Rubia tinctorum',0,10,1747,3
b'Rubus fruticosus',0,7,1746,7
b'Rubus idaeus',0,7,1745,8
b'Rubus ulmifolius',0,5,1748,7
b'Ruta montana',0,5,1750,5
b'Salix alba',0,8,1745,7
b'Salix babylonica',0,5,1753,2
b'Salix caprea',0,5,1748,7
b'Salvia officinalis',0,6,1749,5
b'Salvia pratensis',0,0,1758,2
b'Salvia verbenaca',0,4,1749,7
b'Sambucus ebulus',0,8,1746,6
b'Sambucus nigra',0,2,1753,5
b'Sambucus racemosa',0,6,1747,7
b'Saxifraga granulata',0,4,1750,6
b'Saxifraga tridactylites',0,7,1744,9
b'Scabiosa atropurpurea',0,6,1749,5
b'Scutellaria galericulata',0,6,1747,7
b'Senecio doronicum',0,5,1748,7
b'Sideritis romana',0,6,1744,10
b'Silene dioica',0,5,1747,8
b'Silene gallica',0,5,1747,8
b'Silene italica',0,7,1749,4
b'Silene latifolia',0,7,1748,5
b'Silene nutans',0,8,1747,5
b'Silene vulgaris',0,3,1748,9
b'Silybum marianum',0,4,1748,8
b'Sinapis arvensis',0,4,1753,3
b'Sisymbrium irio',0,9,1745,6
b'Sisymbrium officinale',0,6,1743,11
b'Smyrnium olusatrum',0,4,1750,6
b'Sonchus asper',0,9,1745,6
b'Sorbus torminalis',0,4,1752,4
b'Spergula media',0,4,1749,7
b'Spiranthes spiralis',0,9,1743,8
b'Stachys recta',0,7,1744,9
b'Stachys sylvatica',0,6,1748,6
b'Stellaria holostea',0,5,1748,7
b'Stellaria media',0,7,1742,11
b'Symphytum officinale',0,4,1744,12
b'Symphytum tuberosum',0,6,1746,8
b'Tanacetum vulgare',0,5,1751,4
b'Tilia dasystyla',0,5,1748,7
b'Tordylium maximum',0,7,1747,6
b'Tragopogon porrifolius',0,5,1750,5
b'Tragopogon pratensis',0,7,1747,6
b'Tribulus terrestris',0,7,1748,5
b'Trifolium cherleri',0,3,1752,5
b'Trifolium pratense',0,5,1750,5
b'Trifolium scabrum',0,6,1746,8
b'Trifolium stellatum',0,7,1747,6
b'Trifolium subterraneum',0,5,1750,5
b'Urtica dioica',0,7,1745,8
b'Valeriana officinalis',0,6,1748,6
b'Verbascum blattaria',0,5,1749,6
b'Verbascum boerhavii',0,4,1751,5
b'Verbascum lychnitis',0,3,1749,8
b'Verbascum pulverulentum',0,10,1746,4
b'Verbascum thapsus',0,4,1750,6
b'Veronica arvensis',0,6,1745,9
b'Veronica chamaedrys',0,8,1744,8
b'Veronica cymbalaria',0,10,1743,7
b'Veronica hederifolia',0,5,1751,4
b'Veronica officinalis',0,3,1748,9
b'Veronica persica',0,6,1747,7
b'Viburnum tinus',0,8,1748,4
b'Vicia hybrida',0,7,1746,7
b'Vicia pannonica',0,7,1745,8
b'Vicia sativa',0,7,1744,9
b'Vincetoxicum nigrum',0,6,1751,3
b'Viola lutea',0,2,1754,4
b'Viola odorata',0,5,1750,5
