Class,True Positives,False Positives,True Negatives,False Negatives
b'Borago officinalis',0,0,3993,7
b'Brassica napus',0,5,3988,7
b'Broussonetia papyrifera',0,17,3970,13
b'Bryonia cretica',0,5,3988,7
b'Buglossoides purpurocaerulea',0,7,3985,8
b'Bupleurum fruticosum',0,7,3983,10
b'Calendula officinalis',0,2,3991,7
b'Campanula glomerata',0,15,3977,8
b'Campanula latifolia',0,4,3993,3
b'Campanula medium',0,8,3988,4
b'Campanula patula',0,14,3979,7
b'Campanula persicifolia',0,9,3976,15
b'Campanula rhomboidalis',0,10,3984,6
b'Campanula rotundifolia',0,12,3979,9
b'Capparis spinosa',0,9,3982,9
b'Cardamine amara',0,4,3990,6
b'Cardamine flexuosa',0,8,3988,4
b'Cardamine heptaphylla',0,5,3990,5
b'Carduus acanthoides',0,7,3987,6
b'Carduus nigrescens',0,2,3987,11
b'Carduus nutans',0,6,3988,6
b'Carduus pycnocephalus',0,9,3981,10
b'Carex otrubae',0,4,3993,3
b'Carex riparia',0,5,3992,3
b'Carpinus betulus',0,13,3980,7
b'Carthamus lanatus',0,5,3991,4
b'Castanea sativa',0,1,3992,7
b'Casuarina cunninghamiana',0,8,3982,10
b'Catalpa bignonioides',0,5,3988,7
b'Catananche caerulea',0,8,3986,6
b'Cedrus atlantica',0,8,3989,3
b'Celtis australis',0,7,3986,7
b'Centaurea aspera',0,2,3991,7
b'Centaurea calcitrapa',0,9,3985,6
b'Centaurea decipiens',0,9,3986,5
b'Centaurea jacea',0,9,3978,13
b'Centaurea paniculata',0,4,3989,7
b'Centaurea pectinata',0,4,3986,10
b'Centaurea scabiosa',0,8,3985,7
b'Centranthus ruber',0,29,3941,30
b'Cephalanthera longifolia',0,9,3981,10
b'Cephalaria leucantha',0,4,3988,8
b'Cerastium glomeratum',0,4,3995,1
b'Cercis siliquastrum',0,31,3929,40
b'Chaenorrhinum minus',0,5,3987,8
b'Chamaerops humilis',0,3,3992,5
b'Chelidonium majus',0,13,3977,10
b'Cichorium intybus',0,9,3974,17
b'Circaea lutetiana',0,12,3982,6
b'Cirsium acaulon',0,4,3995,1
b'Cirsium oleraceum',0,5,3984,11
b'Cirsium vulgare',0,16,3974,10
b'Cistus albidus',0,15,3969,16
b'Cistus monspeliensis',0,6,3987,7
b'Cistus salviifolius',0,9,3978,13
b'Citrus limon',0,7,3990,3
b'Clematis vitalba',0,16,3977,7
b'Clinopodium nepeta',0,4,3989,7
b'Clinopodium vulgare',0,9,3985,6
b'Cneorum tricoccon',0,12,3984,4
b'Cochlearia danica',0,4,3988,8
b'Colchicum autumnale',0,4,3990,6
b'Colutea arborescens',0,9,3981,10
b'Convolvulus sepium',0,5,3980,15
b'Cornus sanguinea',1,15,3970,14
b'Coronilla glauca',0,16,3961,23
b'Corylus avellana',0,6,3989,5
b'Crataegus azarolus',0,9,3979,12
b'Crataegus laevigata',0,5,3987,8
b'Crepis capillaris',0,7,3988,5
b'Crepis foetida',0,7,3988,5
b'Crepis sancta',0,4,3994,2
b'Crocus nudiflorus',0,5,3990,5
b'Cupressus sempervirens',0,5,3991,4
b'Cyanus montanus',0,6,3988,6
b'Cyclamen hederifolium',0,9,3989,2
b'Cydonia oblonga',0,5,3988,7
b'Cynoglossum creticum',0,8,3988,4
b'Cypripedium calceolus',0,4,3987,9
b'Cytisus lanigerus',0,7,3989,4
b'Dactylorhiza incarnata',1,6,3987,6
b'Dactylorhiza majalis',0,10,3984,6
b'Daphne cneorum',0,12,3974,14
b'Datura stramonium',0,5,3988,7
b'Dianthus gallicus',0,3,3993,4
b'Dianthus hyssopifolius',0,6,3986,8
b'Digitalis grandiflora',0,4,3987,9
b'Diospyros kaki',0,21,3968,11
b'Diphasiastrum tristachyum',0,2,3994,4
b'Diplotaxis erucoides',0,14,3971,15
b'Dipsacus fullonum',0,2,3996,2
b'Dittrichia viscosa',0,4,3988,8
b'Dorycnium hirsutum',0,6,3991,3
b'Draba verna',0,5,3991,4
b'Drosera rotundifolia',0,7,3988,5
b'Echium vulgare',0,12,3979,9
b'Ephedra distachya',0,8,3988,4
b'Epilobium angustifolium',0,10,3977,13
b'Epilobium hirsutum',0,7,3982,11
b'Epipactis atrorubens',0,5,3987,8
b'Epipactis palustris',0,4,3991,5
b'Equisetum telmateia',0,4,3991,5
b'Eranthis hyemalis',0,6,3987,7
b'Erica arborea',0,8,3984,8
b'Erica vagans',0,7,3989,4
b'Erigeron sumatrensis',0,13,3982,5
b'Eriobotrya japonica',0,5,3978,17
b'Erodium ciconium',0,9,3982,9
b'Erodium malacoides',0,6,3986,8
b'Eryngium bourgatii',0,2,3993,5
b'Eryngium spinalba',0,3,3989,8
b'Erysimum cheiri',0,4,3992,4
b'Eschscholzia californica',0,4,3993,3
b'Euonymus europaeus',0,8,3984,8
b'Euphorbia amygdaloides',0,13,3971,16
b'Euphorbia dendroides',0,8,3988,4
b'Euphorbia flavicoma',0,9,3985,6
b'Euphorbia helioscopia',0,6,3990,4
b'Euphorbia lathyris',0,3,3989,8
b'Euphorbia nicaeensis',0,16,3972,12
b'Euphorbia peplis',0,8,3982,10
b'Euphorbia segetalis',0,8,3984,8
b'Euphorbia seguieriana',0,4,3988,8
b'Euphorbia serrata',0,6,3990,4
b'Euphorbia spinosa',0,1,3995,4
b'Ficus carica',0,7,3986,7
b'Fragaria vesca',0,11,3983,6
b'Fraxinus excelsior',0,18,3964,18
b'Fritillaria meleagris',0,14,3973,13
b'Fritillaria pyrenaica',0,11,3981,8
b'Fumaria officinalis',0,7,3984,9
b'Galeopsis tetrahit',0,8,3984,8
b'Galium verum',0,2,3994,4
b'Genista sagittalis',0,5,3990,5
b'Genista tinctoria',0,5,3989,6
b'Gentiana acaulis',0,4,3988,8
b'Gentiana alpina',0,9,3986,5
b'Gentiana burseri',0,9,3985,6
b'Gentiana cruciata',0,5,3990,5
b'Gentiana lutea',0,5,3979,16
b'Gentianella campestris',0,8,3991,1
b'Gentianopsis ciliata',0,4,3991,5
b'Geranium columbinum',0,6,3983,11
b'Geranium lucidum',0,9,3985,6
b'Geranium nodosum',0,6,3987,7
b'Geranium pusillum',0,8,3989,3
b'Geranium pyrenaicum',0,9,3985,6
b'Geranium robertianum',0,12,3975,13
b'Geranium sanguineum',0,11,3981,8
b'Geum montanum',0,6,3990,4
b'Geum reptans',0,7,3989,4
b'Ginkgo biloba',0,4,3985,11
b'Gladiolus italicus',0,9,3981,10
b'Glaucium flavum',0,11,3980,9
b'Gleditsia triacanthos',0,16,3967,17
b'Globularia repens',0,5,3986,9
b'Gymnadenia conopsea',0,13,3980,7
b'Helianthemum apenninum',0,8,3988,4
b'Helianthemum nummularium',0,11,3975,14
b'Helianthus annuus',0,5,3988,7
b'Heliotropium europaeum',0,11,3983,6
b'Helleborus viridis',0,6,3989,5
b'Heracleum sphondylium',0,14,3976,10
b'Hesperis matronalis',0,12,3982,6
b'Hibiscus syriacus',0,10,3980,10
b'Hippocrepis comosa',0,6,3991,3
b'Hippocrepis emerus',0,10,3985,5
b'Homogyne alpina',0,7,3985,8
b'Honckenya peploides',0,5,3992,3
b'Humulus lupulus',1,5,3987,7
b'Hydrangea macrophylla',0,6,3985,9
b'Hyoscyamus albus',0,5,3992,3
b'Hyparrhenia hirta',0,12,3979,9
b'Hypericum androsaemum',0,8,3989,3
b'Hypericum hirsutum',0,7,3986,7
b'Hypericum perforatum',0,6,3978,16
b'Ilex aquifolium',0,4,3988,8
b'Impatiens balfouri',0,7,3984,9
b'Impatiens glandulifera',0,8,3987,5
b'Imperatoria ostruthium',0,7,3989,4
b'Inula conyza',0,4,3992,4
b'Iris foetidissima',0,5,3990,5
b'Iris lutescens',0,19,3965,16
b'Iris pseudacorus',0,9,3984,7
b'Isatis tinctoria',0,7,3990,3
b'Jacobaea erucifolia',0,5,3989,6
b'Juglans nigra',0,16,3974,10
b'Juglans regia',0,5,3990,5
b'Juncus effusus',0,2,3992,6
b'Juncus gerardi',0,4,3994,2
b'Juniperus communis',0,4,3992,4
b'Juniperus oxycedrus',0,6,3984,10
b'Juniperus sabina',0,5,3989,6
b'Kerria japonica',0,5,3990,5
b'Knautia maxima',0,2,3993,5
b'Koelreuteria paniculata',0,4,3989,7
b'Laburnum anagyroides',0,12,3978,10
b'Lactuca muralis',0,7,3983,10
b'Lactuca serriola',0,7,3986,7
b'Lactuca viminea',0,8,3981,11
b'Lamium galeobdolon',0,4,3986,10
b'Lamium purpureum',0,6,3990,4
b'Lantana camara',0,15,3979,6
b'Lapsana communis',0,2,3991,7
b'Lathyrus latifolius',0,10,3984,6
b'Lathyrus pratensis',0,4,3990,6
b'Lavandula stoechas',0,8,3987,5
b'Leontodon hispidus',0,8,3983,9
b'Leontopodium nivale',0,6,3989,5
b'Leucanthemopsis alpina',0,4,3990,6
b'Limodorum abortivum',0,4,3992,4
b'Limoniastrum monopetalum',0,5,3990,5
b'Limonium narbonense',0,8,3985,7
b'Linaria alpina',0,5,3981,14
b'Linaria repens',0,13,3976,11
b'Linaria vulgaris',0,8,3975,17
b'Linum narbonense',0,4,3992,4
b'Lippia triphylla',0,8,3988,4
b'Liquidambar styraciflua',0,9,3980,11
b'Liriodendron tulipifera',0,21,3971,8
b'Lithospermum officinale',0,10,3984,6
b'Lonicera alpigena',0,11,3987,2
b'Lonicera etrusca',0,9,3981,10
b'Lonicera implexa',0,7,3985,8
b'Lonicera periclymenum',0,9,3987,4
b'Lychnis coronaria',0,4,3993,3
b'Lycopus europaeus',0,10,3983,7
b'Lysimachia arvensis',0,12,3982,6
b'Lysimachia nemorum',0,5,3990,5
b'Malus sylvestris',0,9,3984,7
b'Malva moschata',0,16,3968,16
b'Malva neglecta',0,7,3990,3
b'Malva setigera',0,4,3991,5
b'Matricaria chamomilla',0,6,3991,3
b'Matthiola incana',0,5,3986,9
b'Matthiola sinuata',0,7,3981,12
b'Meconopsis cambrica',0,5,3989,6
b'Medicago lupulina',0,6,3989,5
b'Melia azedarach',0,29,3942,29
b'Melissa officinalis',0,7,3989,4
b'Mentha aquatica',0,6,3989,5
b'Mentha arvensis',0,9,3987,4
b'Mercurialis annua',0,9,3986,5
b'Mercurialis perennis',0,4,3990,6
b'Microthlaspi perfoliatum',0,3,3996,1
b'Muscari comosum',0,6,3989,5
b'Muscari neglectum',0,5,3985,10
b'Myosotis arvensis',0,8,3986,6
b'Myosotis scorpioides',0,8,3988,4
b'Myosoton aquaticum',0,5,3988,7
b'Narcissus dubius',0,10,3979,11
b'Narcissus pseudonarcissus',0,7,3986,7
b'Narcissus tazetta',0,2,3990,8
b'Neotinea ustulata',0,7,3986,7
b'Oenothera glazioviana',0,2,3993,5
b'Onobrychis viciifolia',0,6,3988,6
b'Ononis minutissima',0,7,3986,7
b'Ononis natrix',0,8,3987,5
b'Ononis spinosa',0,5,3989,6
b'Ophrys apifera',0,13,3981,6
b'Ophrys arachnitiformis',0,2,3993,5
b'Ophrys passionis',0,4,3988,8
b'Ophrys scolopax',0,4,3987,9
b'Ophrys virescens',0,6,3988,6
b'Opuntia ficus-indica',0,10,3978,12
b'Orchis mascula',0,24,3950,26
b'Orchis simia',0,1,3991,8
b'Ornithogalum umbellatum',0,24,3962,14
b'Orobanche amethystea',0,6,3986,8
b'Orobanche caryophyllacea',0,3,3993,4
b'Orobanche hederae',0,2,3992,6
b'Orobanche rapum-genistae',0,6,3988,6
b'Oxalis corniculata',0,7,3981,12
b'Papaver alpinum',0,7,3985,8
b'Papaver rhoeas',0,13,3977,10
b'Parietaria judaica',0,3,3994,3
b'Parnassia palustris',0,8,3985,7
b'Parthenocissus tricuspidata',0,4,3990,6
b'Passiflora caerulea',0,19,3970,11
b'Persicaria maculosa',0,3,3989,8
b'Phacelia tanacetifolia',0,4,3991,5
b'Philadelphus coronarius',0,7,3989,4
b'Phillyrea angustifolia',1,40,3922,37
b'Photinia serrulata',0,4,3988,8
b'Phytolacca americana',0,7,3985,8
b'Pilosella aurantiaca',0,7,3988,5
b'Pilosella officinarum',0,5,3989,6
b'Pinguicula grandiflora',0,10,3984,6
b'Pinus brutia',0,4,3990,6
b'Pinus cembra',0,8,3989,3
b'Pinus pinaster',0,4,3994,2
b'Pinus pinea',0,11,3982,7
b'Pistacia terebinthus',0,7,3979,14
b'Pittosporum tobira',0,17,3964,19
b'Plantago coronopus',0,6,3987,7
b'Plantago major',0,3,3994,3
b'Plantago maritima',0,6,3986,8
b'Plantago media',0,5,3989,6
b'Platanthera bifolia',0,6,3989,5
b'Platanthera chlorantha',0,4,3991,5
b'Platanus orientalis',0,4,3987,9
b'Polygonatum odoratum',0,7,3990,3
b'Populus alba',0,5,3990,5
b'Populus trichocarpa',0,3,3992,5
b'Potentilla indica',0,3,3989,8
b'Potentilla recta',0,12,3980,8
b'Potentilla reptans',0,4,3985,11
b'Potentilla sterilis',0,8,3986,6
b'Prenanthes purpurea',0,8,3985,7
b'Primula elatior',0,3,3992,5
b'Prunella grandiflora',0,7,3992,1
b'Prunella hastifolia',0,7,3981,12
b'Prunella laciniata',0,4,3988,8
b'Prunus avium',1,10,3980,9
b'Prunus cerasifera',0,6,3993,1
b'Prunus laurocerasus',0,8,3974,18
b'Prunus mahaleb',0,7,3987,6
b'Prunus padus',0,8,3990,2
b'Prunus serotina',0,4,3992,4
b'Prunus spinosa',0,12,3981,7
b'Pseudorchis albida',0,9,3987,4
b'Pseudoturritis turrita',0,6,3989,5
b'Pterocarya fraxinifolia',0,2,3995,3
b'Pulicaria dysenterica',0,4,3987,9
b'Punica granatum',0,26,3938,36
b'Pyracantha coccinea',0,4,3986,10
b'Pyrus communis',0,2,3989,9
b'Quercus coccifera',0,3,3992,5
b'Quercus petraea',0,6,3988,6
b'Ranunculus aconitifolius',0,3,3988,9
b'Ranunculus acris',0,8,3988,4
b'Ranunculus bulbosus',0,4,3989,7
b'Ranunculus paludosus',0,5,3991,4
b'Ranunculus parviflorus',0,9,3986,5
b'Ranunculus repens',0,1,3995,4
b'Ranunculus sceleratus',0,9,3986,5
b'Raphanus raphanistrum',0,2,3992,6
b'Reseda lutea',0,7,3985,8
b'Reseda luteola',0,5,3987,8
b'Reynoutria japonica',0,5,3990,5
b'Rhamnus alaternus',0,28,3943,29
b'Rhamnus alpina',0,5,3984,11
b'Rhaponticum coniferum',0,7,3989,4
b'Rhinanthus minor',0,4,3990,6
b'Rhus coriaria',1,40,3925,34
b'Rhus typhina',0,8,3980,12
b'Rosa agrestis',0,4,3994,2
b'Rosa canina',0,8,3984,8
b'Rosa pendulina',0,14,3977,9
b'Rubia tinctorum',0,4,3991,5
b'Rubus idaeus',0,9,3985,6
b'Rubus ulmifolius',0,7,3986,7
b'Rumex acetosella',0,12,3975,13
b'Rumex crispus',0,3,3989,8
b'Ruta montana',0,8,3987,5
b'Salix alba',0,7,3988,5
b'Salix babylonica',0,5,3990,5
b'Salix caprea',0,4,3988,8
b'Salix herbacea',0,3,3991,6
b'Salvia officinalis',0,4,3985,11
b'Salvia verbenaca',0,5,3990,5
b'Sambucus racemosa',0,9,3986,5
b'Saponaria officinalis',0,17,3966,17
b'Saxifraga media',0,3,3996,1
b'Saxifraga moschata',0,9,3983,8
b'Saxifraga tridactylites',0,6,3990,4
b'Scabiosa atropurpurea',0,5,3988,7
b'Scilla luciliae',0,5,3991,4
b'Scolymus hispanicus',0,3,3991,6
b'Scrophularia nodosa',0,7,3987,6
b'Scutellaria galericulata',0,13,3981,6
b'Sedum acre',0,3,3993,4
b'Sedum sediforme',0,8,3986,6
b'Sempervivum arachnoideum',0,1,3995,4
b'Senecio inaequidens',0,15,3978,7
b'Senecio ovatus',0,5,3989,6
b'Serapias lingua',0,5,3988,7
b'Serapias vomeracea',0,4,3990,6
b'Sherardia arvensis',0,9,3988,3
b'Silene conica',0,7,3985,8
b'Silene gallica',0,6,3989,5
b'Silene nutans',0,7,3985,8
b'Silene vulgaris',0,9,3984,7
b'Sinapis arvensis',0,6,3989,5
b'Sisymbrium officinale',0,7,3988,5
b'Smilax aspera',0,7,3986,7
b'Smyrnium olusatrum',0,6,3989,5
b'Solanum dulcamara',0,5,3982,13
b'Solanum nigrum',0,9,3985,6
b'Sonchus asper',0,5,3987,8
b'Sonchus tenerrimus',0,5,3990,5
b'Sorbus aucuparia',0,6,3989,5
b'Sorbus domestica',0,4,3985,11
b'Sorbus intermedia',0,6,3987,7
b'Sorbus torminalis',0,1,3995,4
b'Spartium junceum',0,16,3964,20
b'Spergula media',0,7,3988,5
b'Staehelina dubia',0,5,3991,4
b'Succisa pratensis',0,10,3987,3
b'Symphytum tuberosum',0,11,3982,7
b'Taraxacum campylodes',0,1,3990,9
b'Teucrium montanum',0,5,3992,3
b'Thymus serpyllum',0,5,3994,1
b'Tilia cordata',0,6,3990,4
b'Tordylium apulum',0,3,3995,2
b'Tordylium maximum',0,8,3987,5
b'Tozzia alpina',1,7,3987,5
b'Tractema lilio-hyacinthus',0,3,3987,10
b'Tribulus terrestris',0,5,3988,7
b'Trifolium cherleri',0,11,3984,5
b'Trifolium incarnatum',0,10,3984,6
b'Trifolium pratense',0,5,3980,15
b'Trifolium scabrum',0,6,3989,5
b'Trifolium stellatum',0,3,3991,6
b'Trifolium subterraneum',0,4,3988,8
b'Tripleurospermum inodorum',0,7,3988,5
b'Tripolium pannonicum',0,4,3988,8
b'Tuberaria guttata',0,2,3990,8
b'Tussilago farfara',0,6,3989,5
b'Ulex gallii',0,7,3985,8
b'Ulmus minor',0,5,3985,10
b'Umbilicus rupestris',0,5,3990,5
b'Urospermum dalechampii',0,12,3977,11
b'Vaccinium myrtillus',0,7,3986,7
b'Vaccinium vitis-idaea',0,9,3980,11
b'Valeriana celtica',0,7,3984,9
b'Valeriana officinalis',0,14,3976,10
b'Verbascum boerhavii',0,9,3988,3
b'Verbascum lychnitis',0,6,3986,8
b'Verbascum pulverulentum',0,6,3987,7
b'Verbascum sinuatum',0,6,3989,5
b'Verbascum thapsus',0,5,3990,5
b'Verbena officinalis',0,8,3977,15
b'Veronica chamaedrys',0,7,3990,3
b'Veronica hederifolia',0,7,3984,9
b'Veronica officinalis',0,4,3989,7
b'Viburnum lantana',0,8,3987,5
b'Viburnum opulus',0,10,3982,8
b'Viburnum rhytidophyllum',0,10,3984,6
b'Viburnum tinus',0,40,3931,29
b'Vicia cracca',0,8,3980,12
b'Vicia sativa',0,10,3981,9
b'Vinca major',0,3,3988,9
b'Vinca minor',0,13,3981,6
b'Vincetoxicum nigrum',0,9,3983,8
b'Viola alba',0,6,3988,6
b'Viola arvensis',0,5,3989,6
b'Viola biflora',0,5,3985,10
b'Vitex agnus-castus',0,27,3946,27
b'Vitis vinifera',0,4,3990,6
b'Wisteria sinensis',0,6,3991,3
