Class,True Positives,False Positives,True Negatives,False Negatives
b'Asplenium adiantum-nigrum',0,8,4121,4
b'Asplenium ceterach',0,6,4124,3
b'Asplenium scolopendrium',0,11,4114,8
b'Asplenium trichomanes',0,5,4122,6
b'Astragalus glycyphyllos',0,5,4121,7
b'Astragalus monspessulanus',0,2,4125,6
b'Astrantia major',0,6,4123,4
b'Astrantia minor',0,4,4126,3
b'Atriplex prostrata',0,7,4122,4
b'Atropa belladonna',0,3,4126,4
b'Aucuba japonica',0,5,4119,9
b'Ballota nigra',0,3,4125,5
b'Barbarea vulgaris',0,4,4123,6
b'Bartsia alpina',0,7,4116,10
b'Bellevalia romana',0,4,4119,10
b'Bellis perennis',0,8,4122,3
b'Berberis japonica',0,6,4119,8
b'Berteroa incana',0,4,4123,6
b'Beta vulgaris',0,8,4120,5
b'Betonica officinalis',0,10,4112,11
b'Betula pendula',0,5,4125,3
b'Betula utilis',0,5,4120,8
b'Bidens pilosa',0,4,4126,3
b'Bistorta officinalis',0,7,4124,2
b'Bituminaria bituminosa',0,3,4122,8
b'Blackstonia perfoliata',0,7,4117,9
b'Blechnum spicant',0,4,4119,10
b'Borago officinalis',0,7,4118,8
b'Brassica napus',0,3,4122,8
b'Broussonetia papyrifera',0,13,4104,16
b'Bryonia cretica',0,8,4118,7
b'Buddleja davidii',0,5,4121,7
b'Buglossoides purpurocaerulea',0,4,4125,4
b'Bupleurum fruticosum',0,5,4123,5
b'Calendula arvensis',0,3,4122,8
b'Caltha palustris',0,6,4121,6
b'Campanula glomerata',0,3,4128,2
b'Campanula latifolia',0,2,4128,3
b'Campanula medium',0,3,4126,4
b'Campanula patula',0,4,4123,6
b'Campanula persicifolia',0,6,4121,6
b'Campanula rapunculus',0,5,4123,5
b'Campanula rhomboidalis',0,8,4122,3
b'Campanula rotundifolia',0,8,4119,6
b'Campanula scheuchzeri',0,9,4116,8
b'Campanula trachelium',0,5,4125,3
b'Canna indica',0,2,4124,7
b'Capparis spinosa',0,6,4123,4
b'Capsella bursa-pastoris',0,4,4127,2
b'Cardamine amara',0,5,4123,5
b'Cardamine flexuosa',1,2,4123,7
b'Cardamine heptaphylla',0,8,4119,6
b'Cardamine pratensis',0,4,4122,7
b'Carduus nigrescens',0,7,4124,2
b'Carica papaya',0,3,4121,9
b'Carlina acanthifolia',0,4,4119,10
b'Carlina corymbosa',0,5,4124,4
b'Carpinus betulus',0,5,4123,5
b'Carpobrotus edulis',0,5,4123,5
b'Castanea sativa',0,3,4124,6
b'Catalpa bignonioides',0,4,4125,4
b'Celtis australis',0,13,4103,17
b'Centaurea calcitrapa',0,8,4123,2
b'Centaurea scabiosa',0,4,4124,5
b'Centaurium maritimum',0,6,4120,7
b'Centella asiatica',0,9,4116,8
b'Centranthus angustifolius',0,3,4124,6
b'Centranthus ruber',0,4,4121,8
b'Cephalanthera longifolia',0,5,4119,9
b'Cephalanthera rubra',0,6,4120,7
b'Cerastium glomeratum',0,6,4124,3
b'Ceratonia siliqua',0,10,4117,6
b'Cercis siliquastrum',0,7,4118,8
b'Chamaerops humilis',0,7,4119,7
b'Chelidonium majus',0,12,4110,11
b'Chenopodium album',0,6,4119,8
b'Cichorium intybus',0,4,4124,5
b'Circaea lutetiana',0,4,4124,5
b'Cirsium acaulon',0,6,4121,6
b'Cirsium oleraceum',0,9,4115,9
b'Cistus albidus',0,8,4122,3
b'Cistus salviifolius',0,4,4125,4
b'Citrus limon',0,7,4124,2
b'Clematis vitalba',0,7,4119,7
b'Clinopodium nepeta',0,8,4120,5
b'Clinopodium vulgare',0,7,4120,6
b'Colchicum autumnale',0,5,4127,1
b'Colutea arborescens',0,5,4122,6
b'Convallaria majalis',0,7,4120,6
b'Convolvulus althaeoides',0,9,4119,5
b'Convolvulus arvensis',0,6,4120,7
b'Convolvulus cantabrica',0,1,4124,8
b'Convolvulus sepium',0,4,4126,3
b'Convolvulus soldanella',0,6,4120,7
b'Coriaria myrtifolia',0,6,4121,6
b'Cornus mas',0,6,4118,9
b'Cornus sanguinea',0,7,4122,4
b'Coronilla glauca',0,3,4123,7
b'Coronilla valentina',0,4,4123,6
b'Corydalis solida',0,7,4118,8
b'Corylus avellana',2,34,4062,35
b'Cotinus coggygria',0,14,4105,14
b'Crataegus germanica',0,5,4123,5
b'Crataegus laevigata',0,4,4123,6
b'Crataegus monogyna',0,5,4123,5
b'Crepis bursifolia',0,9,4121,3
b'Crepis sancta',0,5,4124,4
b'Cruciata laevipes',0,4,4120,9
b'Cucumis sativus',0,1,4126,6
b'Cyanus montanus',0,5,4124,4
b'Cyclamen hederifolium',0,4,4122,7
b'Cydonia oblonga',0,9,4118,6
b'Cymbalaria muralis',0,1,4128,4
b'Cynoglossum creticum',0,0,4126,7
b'Cypripedium calceolus',0,4,4124,5
b'Dactylorhiza fuchsii',0,7,4122,4
b'Dactylorhiza maculata',0,6,4123,4
b'Daphne cneorum',0,3,4125,5
b'Daphne laureola',0,7,4119,7
b'Daphne mezereum',0,4,4115,14
b'Datura stramonium',0,3,4124,6
b'Daucus carota',0,7,4122,4
b'Dianthus gallicus',0,4,4128,1
b'Dicentra spectabilis',0,6,4121,6
b'Digitalis grandiflora',0,6,4123,4
b'Digitalis lutea',0,5,4123,5
b'Digitalis purpurea',0,7,4121,5
b'Dioscorea communis',0,7,4122,4
b'Diospyros kaki',0,2,4125,6
b'Diplotaxis erucoides',0,8,4121,4
b'Dipsacus fullonum',0,3,4126,4
b'Doronicum grandiflorum',0,3,4126,4
b'Draba verna',0,2,4122,9
b'Dracunculus vulgaris',0,4,4123,6
b'Drosera rotundifolia',0,3,4125,5
b'Dryas octopetala',0,7,4117,9
b'Dryopteris filix-mas',0,3,4124,6
b'Ecballium elaterium',0,6,4118,9
b'Echium vulgare',0,3,4123,7
b'Epilobium hirsutum',0,7,4122,4
b'Epilobium tetragonum',0,8,4119,6
b'Epipactis atrorubens',0,3,4124,6
b'Epipactis helleborine',0,4,4120,9
b'Erigeron canadensis',0,6,4119,8
b'Erigeron karvinskianus',0,5,4121,7
b'Erigeron sumatrensis',0,10,4118,5
b'Erinus alpinus',0,4,4120,9
b'Eriobotrya japonica',0,10,4114,9
b'Erodium ciconium',0,8,4119,6
b'Erodium cicutarium',0,4,4121,8
b'Erodium foetidum',0,7,4117,9
b'Erodium malacoides',0,5,4124,4
b'Eryngium campestre',0,4,4120,9
b'Erysimum cheiri',0,3,4128,2
b'Erythronium dens-canis',0,5,4125,3
b'Eschscholzia californica',0,11,4114,8
b'Euonymus europaeus',0,6,4119,8
b'Euonymus latifolius',0,5,4125,3
b'Eupatorium cannabinum',0,7,4117,9
b'Euphorbia amygdaloides',0,5,4127,1
b'Euphorbia characias',0,8,4115,10
b'Euphorbia flavicoma',0,3,4128,2
b'Euphorbia helioscopia',0,4,4124,5
b'Euphorbia lathyris',0,8,4121,4
b'Euphorbia paralias',0,6,4120,7
b'Euphorbia peplus',0,11,4117,5
b'Fagus sylvatica',0,9,4115,9
b'Fatsia japonica',0,8,4122,3
b'Feijoa sellowiana',0,8,4115,10
b'Ficaria verna',0,6,4119,8
b'Ficus carica',0,19,4086,28
b'Filipendula ulmaria',0,7,4122,4
b'Foeniculum vulgare',0,7,4119,7
b'Fragaria vesca',0,11,4114,8
b'Frangula dodonei',0,9,4117,7
b'Fraxinus angustifolia',0,6,4121,6
b'Fraxinus excelsior',0,5,4124,4
b'Fraxinus ornus',0,11,4111,11
b'Fumaria capreolata',0,9,4120,4
b'Fumaria officinalis',0,2,4124,7
b'Galactites tomentosus',0,4,4121,8
b'Galeopsis tetrahit',0,10,4114,9
b'Galinsoga quadriradiata',0,7,4118,8
b'Galium aparine',0,7,4120,6
b'Galium odoratum',0,5,4116,12
b'Gentiana acaulis',0,4,4128,1
b'Gentiana burseri',0,6,4116,11
b'Gentiana nivalis',0,7,4119,7
b'Gentiana pneumonanthe',0,9,4120,4
b'Gentiana verna',0,12,4111,10
b'Gentianopsis ciliata',0,4,4120,9
b'Geranium columbinum',0,1,4124,8
b'Geranium dissectum',0,6,4118,9
b'Geranium lucidum',0,9,4115,9
b'Geranium molle',0,7,4120,6
b'Geranium nodosum',0,6,4123,4
b'Geranium phaeum',0,8,4121,4
b'Geranium pusillum',0,8,4122,3
b'Geranium pyrenaicum',0,6,4124,3
b'Geranium robertianum',0,5,4119,9
b'Geranium rotundifolium',0,6,4121,6
b'Geranium sanguineum',0,9,4121,3
b'Geranium sylvaticum',0,4,4121,8
b'Geum montanum',0,5,4124,4
b'Geum reptans',0,5,4127,1
b'Geum rivale',0,11,4112,10
b'Geum urbanum',0,11,4113,9
b'Ginkgo biloba',0,5,4124,4
b'Gladiolus italicus',0,7,4125,1
b'Glaucium flavum',0,8,4120,5
b'Glechoma hederacea',0,9,4119,5
b'Gleditsia triacanthos',0,10,4117,6
b'Globularia bisnagarica',0,5,4123,5
b'Globularia repens',0,6,4123,4
b'Gymnadenia nigra',0,7,4117,9
b'Hedera helix',0,18,4100,15
b'Helianthemum apenninum',0,1,4123,9
b'Helianthemum nummularium',0,5,4123,5
b'Helianthus annuus',0,5,4119,9
b'Heliotropium europaeum',0,8,4117,8
b'Helleborus foetidus',0,9,4119,5
b'Helleborus viridis',0,3,4125,5
b'Helminthotheca echioides',0,7,4123,3
b'Hemerocallis fulva',0,6,4118,9
b'Heracleum pyrenaicum',0,7,4113,13
b'Heracleum sphondylium',0,9,4121,3
b'Hesperis matronalis',0,2,4122,9
b'Hibiscus rosa-sinensis',0,11,4115,7
b'Hibiscus syriacus',0,5,4121,7
b'Himantoglossum hircinum',0,7,4120,6
b'Himantoglossum robertianum',0,8,4118,7
b'Homogyne alpina',0,7,4121,5
b'Humulus lupulus',0,8,4119,6
b'Hyacinthoides non-scripta',0,9,4115,9
b'Hydrangea macrophylla',0,8,4119,6
b'Hylotelephium telephium',0,12,4114,7
b'Hyoscyamus albus',0,4,4120,9
b'Hypericum androsaemum',0,1,4125,7
b'Hypericum hirsutum',0,5,4124,4
b'Hypericum perforatum',0,5,4124,4
b'Hypericum richeri',0,7,4121,5
b'Hypochaeris radicata',0,9,4117,7
b'Ilex aquifolium',0,5,4125,3
b'Impatiens balfouri',0,5,4123,5
b'Impatiens glandulifera',0,4,4124,5
b'Imperatoria ostruthium',0,2,4128,3
b'Inula conyza',0,6,4123,4
b'Iris foetidissima',0,8,4115,10
b'Iris lutescens',0,5,4126,2
b'Iris pseudacorus',0,8,4122,3
b'Isatis tinctoria',0,3,4125,5
b'Jacobaea erucifolia',0,2,4125,6
b'Jacobaea vulgaris',0,7,4122,4
b'Juglans nigra',0,7,4118,8
b'Juglans regia',0,4,4118,11
b'Kerria japonica',0,8,4118,7
b'Kickxia spuria',0,6,4118,9
b'Knautia arvensis',0,4,4122,7
b'Knautia maxima',0,3,4125,5
b'Koelreuteria paniculata',0,5,4120,8
b'Laburnum anagyroides',0,4,4120,9
b'Lactuca alpina',1,7,4119,6
b'Lactuca muralis',0,11,4117,5
b'Lactuca plumieri',0,9,4117,7
b'Lactuca serriola',0,6,4119,8
b'Lamium album',0,7,4121,5
b'Lamium amplexicaule',0,2,4123,8
b'Lamium galeobdolon',0,6,4124,3
b'Lamium maculatum',0,7,4114,12
b'Lamium purpureum',0,5,4123,5
b'Lantana camara',0,8,4117,8
b'Lapsana communis',0,10,4119,4
b'Lathraea clandestina',0,3,4127,3
b'Lathyrus latifolius',0,4,4123,6
b'Lathyrus sylvestris',0,7,4115,11
b'Laurus nobilis',0,8,4119,6
b'Leontodon hispidus',0,6,4122,5
b'Lepidium draba',0,7,4119,7
b'Leucanthemum vulgare',0,7,4120,6
b'Ligustrum vulgare',0,1,4121,11
b'Lilium martagon',0,8,4122,3
b'Linaria repens',0,7,4122,4
b'Linum campanulatum',0,9,4115,9
b'Lippia triphylla',0,6,4125,2
b'Liquidambar styraciflua',0,7,4119,7
b'Liriodendron tulipifera',0,6,4120,7
b'Loncomelos pyrenaicus',0,3,4127,3
b'Lonicera alpigena',0,3,4127,3
b'Lonicera etrusca',0,6,4118,9
b'Lonicera implexa',0,4,4126,3
b'Lonicera periclymenum',0,5,4123,5
b'Lonicera xylosteum',0,5,4125,3
b'Lotus corniculatus',0,9,4119,5
b'Lotus edulis',0,3,4124,6
b'Lotus maritimus',0,5,4122,6
b'Lunaria annua',0,4,4123,6
b'Lychnis coronaria',0,1,4127,5
b'Lychnis flos-cuculi',0,8,4112,13
b'Lycopsis arvensis',0,4,4122,7
b'Lycopus europaeus',0,5,4126,2
b'Lysimachia arvensis',0,6,4124,3
b'Lysimachia nemorum',0,6,4119,8
b'Lysimachia vulgaris',0,9,4118,6
b'Lythrum salicaria',0,9,4117,7
b'Magnolia grandiflora',0,6,4123,4
b'Malus domestica',0,7,4121,5
b'Malus sylvestris',0,1,4122,10
b'Malva arborea',0,6,4122,5
b'Malva neglecta',0,7,4124,2
b'Malva setigera',0,5,4123,5
b'Malva sylvestris',0,7,4115,11
b'Meconopsis cambrica',0,4,4125,4
b'Medicago lupulina',0,5,4122,6
b'Medicago sativa',0,10,4117,6
b'Melampyrum pratense',0,6,4117,10
b'Melia azedarach',0,6,4122,5
b'Melilotus albus',0,6,4119,8
b'Melissa officinalis',0,5,4121,7
b'Melittis melissophyllum',0,12,4116,5
b'Mentha aquatica',0,5,4121,7
b'Mentha arvensis',0,12,4114,7
b'Mentha longifolia',0,6,4120,7
b'Mentha spicata',0,6,4121,6
b'Mentha suaveolens',0,3,4128,2
b'Mercurialis annua',0,7,4119,7
b'Mercurialis perennis',0,4,4123,6
b'Microthlaspi perfoliatum',0,6,4122,5
b'Mirabilis jalapa',0,6,4119,8
b'Monotropa hypopitys',0,6,4123,4
b'Morus alba',0,21,4094,18
b'Morus kagayamae',0,10,4111,12
b'Muscari comosum',0,6,4123,4
b'Myosotis arvensis',0,7,4118,8
b'Myosotis scorpioides',0,2,4127,4
b'Myosoton aquaticum',0,5,4121,7
b'Myrtus communis',0,7,4118,8
b'Nasturtium officinale',0,5,4125,3
b'Neotinea ustulata',0,6,4126,1
b'Neottia nidus-avis',0,8,4115,10
b'Neottia ovata',0,6,4121,6
b'Nerium oleander',0,4,4125,4
b'Oenanthe crocata',0,9,4117,7
b'Oenothera biennis',0,3,4123,7
b'Oenothera glazioviana',0,5,4120,8
b'Olea europaea',0,3,4123,7
b'Ononis minutissima',0,4,4122,7
b'Ononis reclinata',0,5,4122,6
b'Ononis spinosa',0,8,4118,7
b'Onopordum acanthium',0,6,4117,10
b'Ophrys apifera',0,7,4120,6
b'Ophrys arachnitiformis',0,6,4118,9
b'Ophrys fuciflora',1,7,4120,5
b'Ophrys lutea',0,6,4125,2
b'Ophrys passionis',0,3,4125,5
b'Opuntia ficus-indica',0,10,4117,6
b'Orchis mascula',0,5,4119,9
b'Orchis provincialis',1,5,4121,6
b'Orchis purpurea',0,7,4121,5
b'Origanum vulgare',0,5,4120,8
b'Ornithogalum umbellatum',0,3,4127,3
b'Orobanche hederae',0,6,4123,4
b'Osmunda regalis',0,11,4113,9
b'Ostrya carpinifolia',0,4,4123,6
b'Oxalis articulata',0,7,4124,2
b'Oxalis corniculata',0,2,4124,7
b'Paliurus spina-christi',0,5,4124,4
b'Pallenis spinosa',0,4,4119,10
b'Papaver rhoeas',0,6,4121,6
b'Papaver somniferum',0,7,4119,7
b'Parietaria judaica',0,5,4123,5
b'Paris quadrifolia',0,8,4119,6
b'Parnassia palustris',0,7,4123,3
b'Parthenocissus quinquefolia',0,6,4120,7
b'Parthenocissus tricuspidata',0,6,4120,7
b'Passiflora caerulea',0,10,4117,6
b'Pastinaca sativa',0,9,4120,4
b'Paulownia tomentosa',0,6,4121,6
b'Persicaria maculosa',0,6,4120,7
b'Petasites pyrenaicus',0,5,4121,7
b'Phacelia tanacetifolia',0,7,4119,7
b'Philadelphus coronarius',0,3,4125,5
b'Phillyrea angustifolia',0,3,4125,5
b'Phillyrea media',0,7,4120,6
b'Phlomis fruticosa',0,6,4123,4
b'Photinia serrulata',0,6,4121,6
b'Phyteuma hemisphaericum',0,5,4120,8
b'Phyteuma spicatum',0,7,4121,5
b'Phytolacca americana',0,10,4119,4
b'Picris hieracioides',0,4,4122,7
b'Pilosella aurantiaca',0,7,4116,10
b'Pilosella lactucella',0,9,4120,4
b'Pilosella officinarum',0,4,4125,4
b'Pinguicula grandiflora',0,6,4123,4
b'Pinus halepensis',0,6,4126,1
b'Pistacia lentiscus',0,3,4125,5
b'Pistacia terebinthus',0,14,4109,10
b'Pittosporum tenuifolium',0,6,4121,6
b'Pittosporum tobira',0,6,4122,5
b'Plantago lanceolata',0,6,4121,6
b'Plantago major',0,4,4123,6
b'Plantago media',0,6,4122,5
b'Platanthera bifolia',0,4,4124,5
b'Platanthera chlorantha',0,14,4112,7
b'Platanus orientalis',0,13,4114,6
b'Platanus x',0,6,4116,11
b'Polygonatum multiflorum',0,6,4121,6
b'Polygonatum odoratum',0,5,4123,5
b'Polypodium vulgare',0,8,4120,5
b'Populus nigra',0,7,4114,12
b'Populus tremula',0,8,4115,10
b'Potentilla erecta',0,10,4116,7
b'Potentilla indica',0,19,4098,16
b'Potentilla recta',0,7,4119,7
b'Potentilla reptans',0,4,4125,4
b'Potentilla sterilis',0,3,4123,7
b'Potentilla tabernaemontani',0,9,4118,6
b'Poterium sanguisorba',0,10,4117,6
b'Prenanthes purpurea',0,5,4122,6
b'Primula elatior',0,5,4120,8
b'Primula veris',0,4,4125,4
b'Primula vulgaris',0,8,4121,4
b'Prunella grandiflora',0,5,4124,4
b'Prunella hastifolia',0,2,4127,4
b'Prunella laciniata',0,6,4125,2
b'Prunella vulgaris',0,5,4122,6
b'Prunus armeniaca',0,5,4121,7
b'Prunus avium',0,5,4124,4
b'Prunus cerasifera',0,0,4126,7
b'Prunus laurocerasus',0,7,4125,1
b'Prunus mahaleb',0,6,4121,6
b'Prunus padus',0,8,4122,3
b'Prunus serotina',0,3,4127,3
b'Prunus serrulata',0,7,4119,7
b'Prunus spinosa',0,5,4124,4
b'Pseudorchis albida',0,4,4121,8
b'Pseudoturritis turrita',0,5,4122,6
b'Pteridium aquilinum',0,9,4119,5
b'Pterocarya fraxinifolia',0,5,4123,5
b'Punica granatum',0,9,4118,6
b'Pyracantha coccinea',0,7,4124,2
b'Pyrus communis',0,6,4122,5
b'Quercus cerris',0,6,4124,3
b'Quercus coccifera',0,3,4123,7
b'Quercus ilex',0,4,4121,8
b'Quercus petraea',0,7,4123,3
b'Quercus pubescens',0,6,4121,6
b'Quercus robur',0,6,4118,9
b'Quercus rubra',0,9,4122,2
b'Ranunculus aconitifolius',0,7,4122,4
b'Ranunculus bulbosus',0,4,4121,8
b'Ranunculus flammula',0,6,4121,6
b'Ranunculus paludosus',0,2,4127,4
b'Ranunculus parviflorus',0,6,4122,5
b'Ranunculus peltatus',0,7,4122,4
b'Ranunculus platanifolius',0,9,4114,10
b'Ranunculus repens',0,5,4123,5
b'Ranunculus sceleratus',0,5,4120,8
b'Raphanus raphanistrum',0,13,4114,6
b'Reseda luteola',0,2,4125,6
b'Reseda phyteuma',0,8,4120,5
b'Reynoutria japonica',0,6,4123,4
b'Rhamnus alaternus',0,6,4126,1
b'Rhamnus alpina',0,8,4122,3
b'Rhamnus cathartica',0,4,4122,7
b'Rhamnus pumila',0,7,4115,11
b'Rhaponticum coniferum',0,4,4121,8
b'Rhinanthus alectorolophus',0,6,4119,8
b'Rhododendron ferrugineum',0,11,4111,11
b'Rhus coriaria',0,10,4116,7
b'Rhus typhina',0,9,4116,8
b'Ribes rubrum',0,4,4126,3
b'Robinia pseudoacacia',0,10,4115,8
b'Rosa agrestis',0,7,4122,4
b'Rosa canina',0,6,4121,6
b'Rosa pendulina',0,12,4115,6
b'Rosa spinosissima',0,4,4121,8
b'Rubia tinctorum',0,8,4121,4
b'Rubus fruticosus',0,4,4122,7
b'Rubus idaeus',0,8,4114,11
b'Rubus pedatifolius',0,7,4119,7
b'Rubus ulmifolius',0,5,4123,5
b'Rumex crispus',0,4,4125,4
b'Rumex obtusifolius',0,8,4114,11
b'Ruscus aculeatus',0,5,4124,4
b'Salix alba',0,2,4129,2
b'Salix babylonica',0,4,4126,3
b'Salix caprea',0,5,4123,5
b'Salix cinerea',0,6,4125,2
b'Salix herbacea',0,8,4121,4
b'Salvia officinalis',0,6,4124,3
b'Salvia pratensis',0,5,4121,7
b'Salvia verbenaca',0,5,4118,10
b'Sambucus ebulus',0,3,4126,4
b'Sambucus nigra',0,9,4109,15
b'Sambucus racemosa',0,7,4120,6
b'Saponaria ocymoides',0,2,4126,5
b'Saponaria officinalis',0,3,4128,2
b'Saxifraga granulata',0,5,4123,5
b'Saxifraga tridactylites',1,6,4121,5
b'Scabiosa atropurpurea',0,3,4121,9
b'Scabiosa columbaria',0,5,4123,5
b'Scorzoneroides pyrenaica',0,3,4123,7
b'Scrophularia auriculata',0,6,4122,5
b'Scrophularia nodosa',0,5,4122,6
b'Scutellaria galericulata',0,5,4123,5
b'Sedum sediforme',0,5,4123,5
b'Senecio doronicum',0,7,4114,12
b'Senecio ovatus',0,7,4122,4
b'Senecio vulgaris',0,9,4119,5
b'Serapias vomeracea',0,7,4118,8
b'Sideritis romana',0,5,4121,7
b'Silene baccifera',0,7,4123,3
b'Silene dioica',0,4,4124,5
b'Silene italica',0,4,4123,6
b'Silene latifolia',0,11,4111,11
b'Silene vulgaris',0,6,4125,2
b'Sinapis arvensis',0,5,4120,8
b'Sisymbrium officinale',0,10,4120,3
b'Smilax aspera',0,1,4127,5
b'Smyrnium olusatrum',0,11,4115,7
b'Solanum dulcamara',0,4,4125,4
b'Solanum nigrum',0,4,4121,8
b'Soldanella alpina',0,6,4117,10
b'Solidago virgaurea',0,9,4117,7
b'Sonchus asper',0,10,4118,5
b'Sonchus tenerrimus',0,2,4124,7
b'Sorbus aria',0,8,4120,5
b'Sorbus aucuparia',0,6,4121,6
b'Sorbus domestica',0,5,4118,10
b'Sorbus intermedia',0,6,4124,3
b'Sorbus torminalis',0,6,4121,6
b'Spartium junceum',0,2,4126,5
b'Stachys sylvatica',0,12,4114,7
b'Stellaria holostea',0,6,4124,3
b'Stellaria media',0,8,4122,3
b'Succisa pratensis',0,8,4122,3
b'Symphytum officinale',0,8,4116,9
b'Symphytum tuberosum',0,6,4114,13
b'Syringa vulgaris',0,13,4115,5
b'Taraxacum campylodes',0,4,4122,7
b'Taraxacum officinale',0,3,4127,3
b'Teucrium chamaedrys',0,7,4116,10
b'Teucrium flavum',0,5,4121,7
b'Teucrium fruticans',0,9,4120,4
b'Teucrium scorodonia',0,6,4119,8
b'Thalictrum aquilegiifolium',0,5,4120,8
b'Tilia cordata',0,5,4119,9
b'Tilia dasystyla',0,12,4114,7
b'Tilia platyphyllos',0,21,4093,19
b'Tordylium maximum',0,6,4125,2
b'Tozzia alpina',0,6,4119,8
b'Trifolium cherleri',0,8,4119,6
b'Trifolium pratense',0,6,4116,11
b'Trifolium repens',0,12,4117,4
b'Trifolium subterraneum',0,2,4123,8
b'Tripleurospermum inodorum',0,4,4120,9
b'Tripodion tetraphyllum',0,5,4121,7
b'Tussilago farfara',0,4,4122,7
b'Ulmus minor',0,14,4104,15
b'Umbilicus rupestris',0,8,4122,3
b'Urospermum dalechampii',0,6,4123,4
b'Urtica dioica',0,7,4115,11
b'Vaccinium vitis-idaea',0,4,4124,5
b'Valeriana officinalis',0,6,4121,6
b'Verbascum blattaria',1,4,4122,6
b'Verbascum boerhavii',0,4,4123,6
b'Verbascum lychnitis',0,6,4121,6
b'Verbascum nigrum',0,10,4114,9
b'Verbascum pulverulentum',0,6,4121,6
b'Verbascum thapsus',0,11,4117,5
b'Verbena officinalis',0,7,4123,3
b'Veronica beccabunga',0,3,4120,10
b'Veronica chamaedrys',0,4,4124,5
b'Veronica cymbalaria',0,8,4118,7
b'Veronica hederifolia',0,10,4121,2
b'Veronica officinalis',0,3,4126,4
b'Veronica persica',0,7,4119,7
b'Veronica serpyllifolia',0,5,4122,6
b'Viburnum lantana',0,6,4122,5
b'Viburnum opulus',0,10,4119,4
b'Viburnum rhytidophyllum',0,3,4123,7
b'Viburnum tinus',0,12,4111,10
b'Vicia cracca',0,6,4122,5
b'Vicia hirsuta',0,7,4117,9
b'Vicia hybrida',0,6,4119,8
b'Vicia sativa',0,7,4124,2
b'Vicia sepium',0,6,4119,8
b'Vinca major',0,4,4125,4
b'Vinca minor',0,0,4125,8
b'Vincetoxicum hirundinaria',0,6,4121,6
b'Viola alba',0,7,4117,9
b'Viola arvensis',0,3,4127,3
b'Viola biflora',0,3,4127,3
b'Viola cornuta',0,5,4122,6
b'Viola odorata',0,9,4120,4
b'Viola riviniana',0,7,4123,3
b'Viola tricolor',0,2,4126,5
b'Vitex agnus-castus',0,6,4122,5
b'Vitis vinifera',0,7,4119,7
b'Wisteria sinensis',0,0,4127,6
